Component_ID,Component_Name,Product_Model_Name,Material_Spec,Feature_Spec,Product_Description,Cross_Reference_Compatibility,Category_Key,SubCategory_Key,Quality_Key,Unit_of_Measure,Price_Local,Currency,Price_USD,Manufacturer,Country_Source,URL_Image,Notes,Category_SubCategory_Key
COMP-BATHROOMFIXTURES-VENTILATIONEXTRACTOR-PREMIUM-PY-TOTO-TOTOVENTTT01,Toto Silent Eco Vent,Toto VENT-TT01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Toto Silent Eco Vent,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,VENTILATION_EXTRACTOR,PREMIUM,Pieza,"$1,080,965",PYG,,Toto,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|VENTILATION_EXTRACTOR
COMP-BATHROOMFIXTURES-VENTILATIONEXTRACTOR-PREMIUM-UY-LAUFEN-LAUFENVENTLF01,Laufen Airflow Extractor,Laufen VENT-LF01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Laufen Airflow Extractor,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,VENTILATION_EXTRACTOR,PREMIUM,Pieza,"$5,035",UYU,,Laufen,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|VENTILATION_EXTRACTOR
COMP-BATHROOMFIXTURES-VENTILATIONEXTRACTOR-PREMIUM-UY-TOTO-TOTOVENTTT01,Toto Silent Eco Vent,Toto VENT-TT01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Toto Silent Eco Vent,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,VENTILATION_EXTRACTOR,PREMIUM,Pieza,"$5,664",UYU,,Toto,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|VENTILATION_EXTRACTOR
COMP-BATHROOM_FIXTURES-SHOWER-STANDARD-URUGUAY-FERRUM-FSTYLE,Columna de Ducha Standard,Ferrum F-Style Termostatica STD,Acero cromado y ABS,"Cabezal lluvia, ducha manual, control termostático (versión standard)",Sistema de ducha de lujo para baños modernos.,Compatible con sistemas de presión estándar,BATHROOM_FIXTURES,SHOWER,STANDARD,Set,22425,UYU,,Ferrum,188,https://www.ferrum.com.uy/ducha-fstyle,Incluye accesorios de fijación,BATHROOM_FIXTURES|SHOWER
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-AR-DECA-DECAACCDC02,Juego Accesorios Estándar,Deca ACC-DC02,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Juego Accesorios Estándar,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$32,833",ARS,,Deca,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-AR-ROCA-ROCAACCRG01,Accesorios Roca The Gap,Roca ACC-RG01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Accesorios Roca The Gap,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$29,315",ARS,,Roca,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-BR-ROCA-ROCAACESSORIOSSTANDARD,Acessórios,Roca - Acessórios Standard,Aço inoxidável,Acessórios completos,Acessórios de aço inoxidável completos para banheiros padrío,Compatível com instalações padrío,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,$60,BRL,,Roca,24,,Acessórios padrío para banheiros comunes,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-CL-DECA-DECABENTOACCESORIOS,Accesorios Estándar 2,Deca Bento Accesorios,Acero inoxidable,Certificaciones: ISO 9001; Resistente a corrosión; Diseño funcional,Set de toallero portarrollos y jabonera con diseño moderno.,Compatible con baños estándar,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$23,000",CLP,,Deca,35,https://www.sodimac.cl/sodimac-cl/lista/CATG1060044/Bano,Estilo moderno,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-CL-INCEPA-INCEPAESSENZAACCESORIOS,Accesorios Estándar 3,Incepa Essenza Accesorios,Acero inoxidable,Certificaciones: ISO 9001; Resistente a corrosión; Diseño compacto,Set de toallero portarrollos y jabonera con diseño funcional.,Compatible con baños estándar,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$24,000",CLP,,Incepa,35,https://www.construmart.cl/bano,Fácil instalación,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-CL-ROCA-ROCATHEGAPACCESORIOS,Accesorios Estándar 1,Roca The Gap Accesorios,Acero inoxidable,Certificaciones: ISO 9001; Resistente a corrosión; Diseño moderno,Set de toallero portarrollos y jabonera con diseño contemporáneo.,Compatible con baños estándar,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$25,000",CLP,,Roca,35,https://chc.cl/marcas/roca,Diseño funcional,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-PY-DECA-DECAACCDC02,Juego Accesorios Estándar,Deca ACC-DC02,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Juego Accesorios Estándar,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$224,200",PYG,,Deca,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-PY-ROCA-ROCAACCRG01,Accesorios Roca The Gap,Roca ACC-RG01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Accesorios Roca The Gap,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$200,179",PYG,,Roca,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-UY-DECA-DECAACCDC02,Juego Accesorios Estándar,Deca ACC-DC02,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Juego Accesorios Estándar,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$1,175",UYU,,Deca,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-ACCESSORIES-STANDARD-UY-ROCA-ROCAACCRG01,Accesorios Roca The Gap,Roca ACC-RG01,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Accesorios Roca The Gap,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,ACCESSORIES,STANDARD,Pieza,"$1,049",UYU,,Roca,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|ACCESSORIES
COMP-BATHROOMFIXTURES-BASIN-STANDARD-AR-FERRUM-FERRUMMARINA60CM,Lavabo Estándar,Ferrum Marina 60cm,Porcelana vítrea,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas; Resistente a manchas,Lavabo de porcelana vítrea de 60 cm con diseño moderno para baños de calidad media.,Compatible con grifos FV monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$20,000",ARS,,Ferrum,7,https://www.sodimac.com.ar/ferrum-marina-60cm,Acabado elegante,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-AR-FV-FVESTANDAR55CM,Lavabo Estándar,FV Estándar 55cm,Porcelana,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,"Lavabo estándar de 55 cm para baños de calidad media, con diseño funcional.",Compatible con grifos FV estándar,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$18,000",ARS,,FV,7,https://www.sodimac.com.ar/fv-estandar-55cm,Diseño funcional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-AR-ROCA-ROCADIVERTA55,Basin Undermount 60cm,Roca Diverta 55,Fineceramic,White Rectangular 55x39,Standard undermount sink,Std Cutout Template,BATHROOM_FIXTURES,BASIN,STANDARD,unit,"$30,000",ARS,,Roca,7,,,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-AR-SODIMAC-SODIMACCLASICO60CM,Lavabo Estándar,Sodimac Clásico 60cm,Porcelana,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,"Lavabo clásico de 60 cm para baños de calidad media, con diseño tradicional.",Compatible con grifos estándar,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$19,000",ARS,,Sodimac,7,https://www.sodimac.com.ar/sodimac-clasico-60cm,Estilo tradicional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-BR-DECA-DECALAVABOPOLO,Lavabo Estándar 2,Deca Lavabo Polo,Porcelana vítrea,Certificaciones: ISO 9001; Fácil limpieza,Lavabo de porcelana vítrea con diseño funcional para baños de calidad media.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,$450,BRL,,Deca,24,https://www.deca.com.br/ambientes/banheiro-e-lavabo,Estilo moderno,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-BR-INCEPA-INCEPALAVABOFIT,Lavabo Estándar 3,Incepa Lavabo Fit,Porcelana vítrea,Certificaciones: ISO 9001; Resistente a manchas,Lavabo de porcelana vítrea compacto para baños de calidad estándar.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,$400,BRL,,Incepa,24,https://www.incepa.com.br/,Ideal para espacios pequeños,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-BR-ROCA-ROCALAVABOENCASTREDIVERTA55,Lavabo Estándar 1,Roca Lavabo Encastre Diverta 55,Porcelana vítrea,Certificaciones: ISO 9001; Resistente a manchas,Lavabo de porcelana vítrea con diseño rectangular para baños de calidad estándar.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,$500,BRL,,Roca,24,https://www.br.roca.com/produtos/cubas-lavatorios,Diseño elegante,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-BR-ROCA-ROCALAVABOSTANDARD,Lavabo,Roca - Lavabo Standard,Cerâmica,Design moderno,Lavabo cerâmico com design moderno para banheiros padrío,Compatível con grifos padrío,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,$500,BRL,,Roca,24,,Lavabo padrío para banheiros comuns,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-CL-DECA-DECAVOGUELAVABO,Lavabo Estándar 2,Deca Vogue Lavabo,Porcelana vítrea,Certificaciones: ISO 9001; Fácil limpieza; Diseño funcional,Lavabo de porcelana vítrea con diseño moderno para baños estándar.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$75,000",CLP,,Deca,35,https://www.sodimac.cl/sodimac-cl/lista/CATG1060044/Bano,Estilo contemporáneo,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-CL-INCEPA-INCEPAFITLAVABO,Lavabo Estándar 3,Incepa Fit Lavabo,Porcelana vítrea,Certificaciones: ISO 9001; Diseño compacto; Resistente a manchas,Lavabo de porcelana vítrea para baños de calidad media.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$78,000",CLP,,Incepa,35,https://www.construmart.cl/bano,Funcional y moderno,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-CL-ROCA-ROCAMERIDIANLAVABO,Lavabo Estándar 1,Roca Meridian Lavabo,Porcelana vítrea,Certificaciones: ISO 9001; Diseño moderno; Resistente a manchas,Lavabo de porcelana vítrea con diseño contemporáneo para baños de calidad media.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$80,000",CLP,,Roca,35,https://chc.cl/marcas/roca,Diseño elegante,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-PY-DITECOSANITARIOS-DECASTANDARDLAVABO,Lavabo Estándar,Deca Standard Lavabo,Porcelana,Certificaciones: ISO 9001; Fácil limpieza,Lavabo estándar de porcelana con diseño funcional para baños de calidad media.,Compatible con grifos estándar,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$1,400,000",PYG,,DITECO SANITARIOS,137,http://juanconstruye.com.uy/deca-standard-lavabo,Diseño funcional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-PY-FV-FVESTANDARLAVABO,Lavabo Estándar,FV Estándar Lavabo,Porcelana,Certificaciones: ISO 9001; Resistente a manchas,Lavabo clásico de porcelana para baños de calidad media.,Compatible con grifos FV,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$1,450,000",PYG,,FV,137,https://www.sodimac.com.py/sodimac-py/fv-estandar-lavabo,Estilo tradicional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-PY-MATERSAN-INCEPALINEASOFTLAVABO,Lavabo Estándar,Incepa Linea Soft Lavabo,Porcelana vítrea,Certificaciones: ISO 9001; Resistente a manchas,Lavabo de porcelana vítrea con diseño moderno para baños de calidad media.,Compatible con grifos monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$1,500,000",PYG,,Matersan,137,https://www.sodimac.com.py/sodimac-py/incepa-linea-soft-lavabo,Acabado elegante,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-UY-FERRUM-FERRUMMARINA60CM,Lavabo Estándar,Ferrum Marina 60cm,Porcelana vítrea,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas; Resistente a manchas,Lavabo Ferrum Marina de 60 cm con diseño moderno para baños de calidad media.,Compatible con grifos FV monocomando,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$20,000",UYU,,Ferrum,188,do not cite]bano/ferrum-marina-60cm,Acabado elegante,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-UY-FV-FVESTANDAR55CM,Lavabo Estándar,FV Estándar 55cm,Porcelana,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Lavabo FV estándar de 55 cm para baños de calidad media con diseño funcional.,Compatible con grifos FV estándar,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$18,000",UYU,,FV,188,do not cite]banos/fv-estandar-55cm,Diseño funcional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BASIN-STANDARD-UY-SODIMAC-SODIMACCLASICO60CM,Lavabo Estándar,Sodimac Clásico 60cm,Porcelana,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas,Lavabo Sodimac clásico de 60 cm para baños de calidad media con diseño tradicional.,Compatible con grifos estándar,BATHROOM_FIXTURES,BASIN,STANDARD,Pieza,"$19,000",UYU,,Sodimac,188,do not cite]bano/sodimac-clasico-60cm,Estilo tradicional,BATHROOM_FIXTURES|BASIN
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-AR-PORTOBELLO-PORTOBELLOPBST60,Portobello Natural Stone Tile,Portobello PB-ST60,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Portobello Natural Stone Tile,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$21,107",ARS,,Portobello,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-AR-ROCA-ROCARC60STD,Roca Gres Porcelánico 60x60,Roca RC-60STD,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Roca Gres Porcelánico 60x60,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$23,452",ARS,,Roca,7,0.0008527936,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-BR-PORTOBELLO-PORTOBELLOPBST60,Portobello Natural Stone Tile,Portobello PB-ST60,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Portobello Natural Stone Tile,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,$18,USD,,Portobello,24,Check Code,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-BR-ROCA-ROCARC60STD,Roca Gres Porcelánico 60x60,Roca RC-60STD,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Roca Gres Porcelánico 60x60,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,$20,USD,,Roca,24,Check Code,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-CL-PORTOBELLO-PORTOBELLOPBST60,Portobello Natural Stone Tile,Portobello PB-ST60,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Portobello Natural Stone Tile,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$17,122",CLP,,Portobello,35,0.00105127046,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-CL-ROCA-ROCARC60STD,Roca Gres Porcelánico 60x60,Roca RC-60STD,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Roca Gres Porcelánico 60x60,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$19,025",CLP,,Roca,35,0.00105127046,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-PY-PORTOBELLO-PORTOBELLOPBST60,Portobello Natural Stone Tile,Portobello PB-ST60,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Portobello Natural Stone Tile,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$144,129",PYG,,Portobello,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-PY-ROCA-ROCARC60STD,Roca Gres Porcelánico 60x60,Roca RC-60STD,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Roca Gres Porcelánico 60x60,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,"$160,143",PYG,,Roca,137,0.000124888459,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-UY-PORTOBELLO-PORTOBELLOPBST60,Portobello Natural Stone Tile,Portobello PB-ST60,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Portobello Natural Stone Tile,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,$755,UYU,,Portobello,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFLOORING-STANDARD-UY-ROCA-ROCARC60STD,Roca Gres Porcelánico 60x60,Roca RC-60STD,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Roca Gres Porcelánico 60x60,Compatible with Haüsa control interfaces,BATHROOM_FIXTURES,BATHROOM_FLOORING,STANDARD,Pieza,$839,UYU,,Roca,188,0.023835,Auto-generated entry,BATHROOM_FIXTURES|BATHROOM_FLOORING
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-AR-EASY-EASYMODERNO55CM,Muebles de Baño Estándar,Easy Moderno 55cm,MDF con Melamina,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas; Cierre suave,Mueble de baño Easy de 55 cm con diseño moderno y cierre suave.,Compatible con lavabos estándar de 55 cm,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$23,000",ARS,,Easy,7,https://www.easy.com.ar/easy-moderno-55cm,Estilo moderno,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-AR-FERRUM-FERRUMBARIBAJOLAVABO,Muebles de Baño Estándar,Ferrum Bari Bajo Lavabo,MDF con Melamina,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas; Cierre suave,"Mueble Ferrum Bari con lavabo integrado y cierre suave, ideal para baños modernos.",Compatible con lavabos Ferrum de 60 cm,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$25,000",ARS,,Ferrum,7,https://www.sodimac.com.ar/ferrum-bari-bajo-lavabo,Mayor almacenamiento,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-AR-SODIMAC-SODIMACCIERRESUAVE60CM,Muebles de Baño Estándar,Sodimac Cierre Suave 60cm,MDF con Melamina,Certificaciones: ISO 9001; Ambiental: Emisiones de VOC bajas; Cierre suave,Mueble de baño Sodimac de 60 cm con cierre suave y diseño contemporáneo.,Compatible con lavabos estándar de 60 cm,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$24,000",ARS,,Sodimac,7,https://www.sodimac.com.ar/sodimac-cierre-suave-60cm,Diseño contemporáneo,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-BR-DECA-DECAMUEBLECOMPACT,Muebles de Baño Estándar 2,Deca Mueble Compact,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave,Mueble de baño compacto con diseño moderno.,Compatible con lavabos Deca,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$1,400",BRL,,Deca,24,https://www.deca.com.br/ambientes/banheiro-e-lavabo,Espacio optimizado,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-BR-INCEPA-INCEPAMUEBLEESSENZA,Muebles de Baño Estándar 3,Incepa Mueble Essenza,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave,Mueble de baño con diseño contemporáneo y almacenamiento.,Compatible con lavabos Incepa,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$1,300",BRL,,Incepa,24,https://www.incepa.com.br/,Estilo moderno,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-BR-ROCA-ROCAMOVELDEBANHEIROSTANDARD,Móveis de Banheiro,Roca - Móvel de Banheiro Standard,MDF,Design moderno,Móvel de banheiro com design moderno para banheiros padrío,Compatível com lavabos padrío,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,$600,BRL,,Roca,24,,Móvel de banheiro padrío para banheiros comuns,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-BR-ROCA-ROCAMUEBLEVICTORIA,Muebles de Baño Estándar 1,Roca Mueble Victoria,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave,Mueble de baño con diseño funcional y espacio de almacenamiento.,Compatible con lavabos Roca,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$1,500",BRL,,Roca,24,https://www.br.roca.com/produtos,Diseño funcional,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-CL-DECA-DECACOMPACTMUEBLEDEBANO,Muebles de Baño Estándar 2,Deca Compact Mueble de Baño,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave; Diseño contemporáneo,Mueble de baño compacto con diseño moderno.,Compatible con lavabos Deca,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$110,000",CLP,,Deca,35,https://www.sodimac.cl/sodimac-cl/lista/CATG1060044/Bano,Espacio optimizado,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-CL-INCEPA-INCEPAESSENZAMUEBLEDEBANO,Muebles de Baño Estándar 3,Incepa Essenza Mueble de Baño,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave; Almacenamiento funcional,Mueble de baño con diseño contemporáneo y almacenamiento.,Compatible con lavabos Incepa,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$115,000",CLP,,Incepa,35,https://www.construmart.cl/bano,Diseño moderno,BATHROOM_FIXTURES|BATHROOM_FURNITURE
COMP-BATHROOMFIXTURES-BATHROOMFURNITURE-STANDARD-CL-ROCA-ROCAVICTORIAMUEBLEDEBANO,Muebles de Baño Estándar 1,Roca Victoria Mueble de Baño,MDF con Melamina,Certificaciones: ISO 9001; Cierre suave; Espacio optimizado,Mueble de baño con diseño moderno y almacenamiento eficiente.,Compatible con lavabos Roca,BATHROOM_FIXTURES,BATHROOM_FURNITURE,STANDARD,Pieza,"$120,000",CLP,,Roca,35,https://chc.cl/marcas/roca,Alta funcionalidad,BATHROOM_FIXTURES|BATHROOM_FURNITURE
